,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,latlon,weather_json,weather_desc,weather_state,precipitation,FeelsLikeF
320,321,36,2012-11-14,Tauentzienstraße 8,Berlin,,Germany,10789,0.99,"(52.5024, 13.341)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'10', u'FeelsLikeF': u'43', u'FeelsLikeC': u'6', u'DewPointC': u'3', u'windspeedMiles': u'6', u'DewPointF': u'37', u'HeatIndexF': u'47', u'cloudcover': u'12', u'HeatIndexC': u'8', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'7', u'pressure': u'1031', u'WindGustKmph': u'12', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SE', u'weatherCode': u'113', u'tempC': u'7', u'tempF': u'45', u'WindChillF': u'43', u'WindChillC': u'6', u'winddirDegree': u'128', u'humidity': u'69', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'45', u'mintempF': u'36', u'mintempC': u'2', u'maxtempC': u'7', u'date': u'2012-11-14', u'astronomy': [{u'sunset': u'04:14 PM', u'moonset': u'04:39 PM', u'moonrise': u'08:04 AM', u'sunrise': u'07:27 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.50 and Lon 13.34', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,43.0
321,322,37,2012-11-27,Berger Straße 10,Frankfurt,,Germany,60316,1.98,"(50.1193, 8.698)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'45', u'FeelsLikeC': u'7', u'DewPointC': u'6', u'windspeedMiles': u'9', u'DewPointF': u'43', u'HeatIndexF': u'47', u'cloudcover': u'38', u'HeatIndexC': u'9', u'precipMM': u'2.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'6', u'pressure': u'1007', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Patchy light drizzle'}], u'winddir16Point': u'S', u'weatherCode': u'263', u'tempC': u'8', u'tempF': u'47', u'WindChillF': u'45', u'WindChillC': u'7', u'winddirDegree': u'190', u'humidity': u'85', u'visibility': u'5', u'time': u'24'}], u'maxtempF': u'47', u'mintempF': u'39', u'mintempC': u'4', u'maxtempC': u'8', u'date': u'2012-11-27', u'astronomy': [{u'sunset': u'04:28 PM', u'moonset': u'06:43 AM', u'moonrise': u'03:51 PM', u'sunrise': u'07:57 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 50.12 and Lon 8.70', u'type': u'LatLon'}]}}",Patchy light drizzle,Clouds,2.1,45.0
322,323,39,2012-11-27,"4, Rue Milton",Paris,,France,75009,1.98,"(48.8718, 2.3399)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'18', u'FeelsLikeF': u'44', u'FeelsLikeC': u'7', u'DewPointC': u'6', u'windspeedMiles': u'11', u'DewPointF': u'43', u'HeatIndexF': u'48', u'cloudcover': u'83', u'HeatIndexC': u'9', u'precipMM': u'0.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'}], u'WindGustMiles': u'10', u'pressure': u'1004', u'WindGustKmph': u'15', u'weatherDesc': [{u'value': u'Cloudy '}], u'winddir16Point': u'SSW', u'weatherCode': u'119', u'tempC': u'8', u'tempF': u'47', u'WindChillF': u'44', u'WindChillC': u'7', u'winddirDegree': u'199', u'humidity': u'82', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'47', u'mintempF': u'37', u'mintempC': u'3', u'maxtempC': u'8', u'date': u'2012-11-27', u'astronomy': [{u'sunset': u'04:59 PM', u'moonset': u'07:06 AM', u'moonrise': u'04:21 PM', u'sunrise': u'08:18 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.87 and Lon 2.34', u'type': u'LatLon'}]}}",Cloudy ,Clouds,0.5,44.0
323,324,41,2012-11-28,"11, Place Bellecour",Lyon,,France,69002,3.96,"(45.7542, 4.8309)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'31', u'FeelsLikeF': u'32', u'FeelsLikeC': u'0', u'DewPointC': u'4', u'windspeedMiles': u'19', u'DewPointF': u'40', u'HeatIndexF': u'40', u'cloudcover': u'100', u'HeatIndexC': u'4', u'precipMM': u'22.8', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'}], u'WindGustMiles': u'16', u'pressure': u'997', u'WindGustKmph': u'25', u'weatherDesc': [{u'value': u'Moderate rain'}], u'winddir16Point': u'NNW', u'weatherCode': u'302', u'tempC': u'4', u'tempF': u'40', u'WindChillF': u'32', u'WindChillC': u'0', u'winddirDegree': u'333', u'humidity': u'100', u'visibility': u'7', u'time': u'24'}], u'maxtempF': u'40', u'mintempF': u'33', u'mintempC': u'1', u'maxtempC': u'4', u'date': u'2012-11-28', u'astronomy': [{u'sunset': u'04:59 PM', u'moonset': u'07:42 AM', u'moonrise': u'05:02 PM', u'sunrise': u'07:58 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 45.75 and Lon 4.83', u'type': u'LatLon'}]}}",Moderate rain,Rain,22.8,32.0
324,325,45,2012-11-29,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,5.94,"(47.5011, 19.0469)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'25', u'FeelsLikeF': u'53', u'FeelsLikeC': u'12', u'DewPointC': u'7', u'windspeedMiles': u'16', u'DewPointF': u'45', u'HeatIndexF': u'57', u'cloudcover': u'23', u'HeatIndexC': u'14', u'precipMM': u'9.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'19', u'pressure': u'992', u'WindGustKmph': u'31', u'weatherDesc': [{u'value': u'Patchy rain nearby'}], u'winddir16Point': u'SSW', u'weatherCode': u'176', u'tempC': u'14', u'tempF': u'56', u'WindChillF': u'53', u'WindChillC': u'12', u'winddirDegree': u'194', u'humidity': u'65', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'56', u'mintempF': u'40', u'mintempC': u'4', u'maxtempC': u'14', u'date': u'2012-11-29', u'astronomy': [{u'sunset': u'03:56 PM', u'moonset': u'07:41 AM', u'moonrise': u'04:43 PM', u'sunrise': u'07:09 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 47.50 and Lon 19.05', u'type': u'LatLon'}]}}",Patchy rain nearby,Rain,9.9,53.0
325,326,51,2012-12-02,Celsiusg. 9,Stockholm,,Sweden,11230,8.91,"(59.3326, 18.0649)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'19', u'FeelsLikeF': u'11', u'FeelsLikeC': u'-12', u'DewPointC': u'-7', u'windspeedMiles': u'12', u'DewPointF': u'20', u'HeatIndexF': u'22', u'cloudcover': u'52', u'HeatIndexC': u'-5', u'precipMM': u'0.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'15', u'pressure': u'1013', u'WindGustKmph': u'24', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'NNW', u'weatherCode': u'116', u'tempC': u'-5', u'tempF': u'23', u'WindChillF': u'11', u'WindChillC': u'-12', u'winddirDegree': u'337', u'humidity': u'92', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'23', u'mintempF': u'8', u'mintempC': u'-13', u'maxtempC': u'-5', u'date': u'2012-12-02', u'astronomy': [{u'sunset': u'02:54 PM', u'moonset': u'10:38 AM', u'moonrise': u'06:49 PM', u'sunrise': u'08:20 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 59.33 and Lon 18.06', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.4,11.0
326,327,1,2012-12-07,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,13.86,"(-21.75, -41.3)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'17', u'FeelsLikeF': u'112', u'FeelsLikeC': u'45', u'DewPointC': u'25', u'windspeedMiles': u'11', u'DewPointF': u'77', u'HeatIndexF': u'112', u'cloudcover': u'4', u'HeatIndexC': u'45', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'7', u'pressure': u'1011', u'WindGustKmph': u'11', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'NNE', u'weatherCode': u'113', u'tempC': u'34', u'tempF': u'93', u'WindChillF': u'96', u'WindChillC': u'36', u'winddirDegree': u'32', u'humidity': u'55', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'93', u'mintempF': u'72', u'mintempC': u'22', u'maxtempC': u'34', u'date': u'2012-12-07', u'astronomy': [{u'sunset': u'06:19 PM', u'moonset': u'12:29 PM', u'moonrise': u'No moonrise', u'sunrise': u'04:54 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -21.75 and Lon -41.30', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,112.0
327,328,15,2012-12-15,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,0.99,"(49.25, -123.133333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'42', u'FeelsLikeF': u'32', u'FeelsLikeC': u'0', u'DewPointC': u'4', u'windspeedMiles': u'26', u'DewPointF': u'39', u'HeatIndexF': u'42', u'cloudcover': u'100', u'HeatIndexC': u'5', u'precipMM': u'16.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0019_cloudy_with_light_snow.png'}], u'WindGustMiles': u'27', u'pressure': u'999', u'WindGustKmph': u'44', u'weatherDesc': [{u'value': u'Moderate or heavy sleet'}], u'winddir16Point': u'SSE', u'weatherCode': u'320', u'tempC': u'6', u'tempF': u'42', u'WindChillF': u'32', u'WindChillC': u'0', u'winddirDegree': u'158', u'humidity': u'92', u'visibility': u'6', u'time': u'24'}], u'maxtempF': u'42', u'mintempF': u'34', u'mintempC': u'1', u'maxtempC': u'6', u'date': u'2012-12-15', u'astronomy': [{u'sunset': u'05:15 PM', u'moonset': u'08:38 PM', u'moonrise': u'10:47 AM', u'sunrise': u'09:02 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 49.25 and Lon -123.13', u'type': u'LatLon'}]}}",Moderate or heavy sleet,Snow,16.1,32.0
328,329,16,2012-12-28,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98,"(45.1847222, -88.4736111)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'8', u'FeelsLikeF': u'23', u'FeelsLikeC': u'-5', u'DewPointC': u'-5', u'windspeedMiles': u'5', u'DewPointF': u'22', u'HeatIndexF': u'29', u'cloudcover': u'65', u'HeatIndexC': u'-2', u'precipMM': u'0.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'}], u'WindGustMiles': u'6', u'pressure': u'1020', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Cloudy '}], u'winddir16Point': u'ENE', u'weatherCode': u'119', u'tempC': u'-1', u'tempF': u'30', u'WindChillF': u'23', u'WindChillC': u'-5', u'winddirDegree': u'71', u'humidity': u'76', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'30', u'mintempF': u'23', u'mintempC': u'-5', u'maxtempC': u'-1', u'date': u'2012-12-28', u'astronomy': [{u'sunset': u'05:19 PM', u'moonset': u'08:24 AM', u'moonrise': u'05:59 PM', u'sunrise': u'08:32 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 45.18 and Lon -88.47', u'type': u'LatLon'}]}}",Cloudy ,Clouds,0.4,23.0
329,330,18,2012-12-28,627 Broadway,New York,NY,USA,10012-2612,1.98,"(42.1497, -74.9384)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'31', u'FeelsLikeF': u'16', u'FeelsLikeC': u'-9', u'DewPointC': u'-4', u'windspeedMiles': u'19', u'DewPointF': u'25', u'HeatIndexF': u'28', u'cloudcover': u'100', u'HeatIndexC': u'-2', u'precipMM': u'0.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'}], u'WindGustMiles': u'16', u'pressure': u'1018', u'WindGustKmph': u'26', u'weatherDesc': [{u'value': u'Overcast '}], u'winddir16Point': u'WNW', u'weatherCode': u'122', u'tempC': u'-2', u'tempF': u'29', u'WindChillF': u'16', u'WindChillC': u'-9', u'winddirDegree': u'300', u'humidity': u'90', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'29', u'mintempF': u'19', u'mintempC': u'-7', u'maxtempC': u'-2', u'date': u'2012-12-28', u'astronomy': [{u'sunset': u'05:36 PM', u'moonset': u'08:19 AM', u'moonrise': u'06:11 PM', u'sunrise': u'08:28 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 42.15 and Lon -74.94', u'type': u'LatLon'}]}}",Overcast ,Clouds,0.9,16.0
330,331,20,2012-12-29,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,3.96,"(34.35753, -119.12603)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'12', u'FeelsLikeF': u'41', u'FeelsLikeC': u'5', u'DewPointC': u'5', u'windspeedMiles': u'7', u'DewPointF': u'42', u'HeatIndexF': u'45', u'cloudcover': u'100', u'HeatIndexC': u'7', u'precipMM': u'17.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png'}], u'WindGustMiles': u'9', u'pressure': u'1017', u'WindGustKmph': u'14', u'weatherDesc': [{u'value': u'Moderate rain'}], u'winddir16Point': u'E', u'weatherCode': u'302', u'tempC': u'15', u'tempF': u'59', u'WindChillF': u'41', u'WindChillC': u'5', u'winddirDegree': u'83', u'humidity': u'87', u'visibility': u'7', u'time': u'24'}], u'maxtempF': u'59', u'mintempF': u'34', u'mintempC': u'1', u'maxtempC': u'15', u'date': u'2012-12-29', u'astronomy': [{u'sunset': u'05:56 PM', u'moonset': u'08:43 AM', u'moonrise': u'07:29 PM', u'sunrise': u'08:02 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 34.36 and Lon -119.13', u'type': u'LatLon'}]}}",Moderate rain,Rain,17.9,41.0
331,332,24,2012-12-30,162 E Superior Street,Chicago,IL,USA,60611,5.94,"(41.8971, -87.6223)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'11', u'FeelsLikeC': u'-12', u'DewPointC': u'-6', u'windspeedMiles': u'14', u'DewPointF': u'20', u'HeatIndexF': u'23', u'cloudcover': u'51', u'HeatIndexC': u'-5', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'15', u'pressure': u'1028', u'WindGustKmph': u'24', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SW', u'weatherCode': u'116', u'tempC': u'-2', u'tempF': u'28', u'WindChillF': u'11', u'WindChillC': u'-12', u'winddirDegree': u'230', u'humidity': u'91', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'28', u'mintempF': u'24', u'mintempC': u'-4', u'maxtempC': u'-2', u'date': u'2012-12-30', u'astronomy': [{u'sunset': u'05:29 PM', u'moonset': u'09:25 AM', u'moonrise': u'08:03 PM', u'sunrise': u'08:18 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 41.90 and Lon -87.62', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,11.0
332,333,30,2013-01-02,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,8.91,"(45.416667, -75.7)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'18', u'FeelsLikeF': u'-6', u'FeelsLikeC': u'-21', u'DewPointC': u'-18', u'windspeedMiles': u'11', u'DewPointF': u'1', u'HeatIndexF': u'8', u'cloudcover': u'6', u'HeatIndexC': u'-13', u'precipMM': u'0.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'14', u'pressure': u'1020', u'WindGustKmph': u'23', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'NW', u'weatherCode': u'113', u'tempC': u'-11', u'tempF': u'13', u'WindChillF': u'-6', u'WindChillC': u'-21', u'winddirDegree': u'326', u'humidity': u'70', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'13', u'mintempF': u'-2', u'mintempC': u'-19', u'maxtempC': u'-11', u'date': u'2013-01-02', u'astronomy': [{u'sunset': u'05:32 PM', u'moonset': u'11:08 AM', u'moonrise': u'11:19 PM', u'sunrise': u'08:43 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 45.42 and Lon -75.70', u'type': u'LatLon'}]}}",Sunny,Sun,0.4,-6.0
333,334,39,2013-01-07,"4, Rue Milton",Paris,,France,75009,13.86,"(48.8718, 2.3399)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'8', u'FeelsLikeF': u'47', u'FeelsLikeC': u'8', u'DewPointC': u'6', u'windspeedMiles': u'5', u'DewPointF': u'42', u'HeatIndexF': u'48', u'cloudcover': u'12', u'HeatIndexC': u'9', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'4', u'pressure': u'1029', u'WindGustKmph': u'6', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SSE', u'weatherCode': u'113', u'tempC': u'8', u'tempF': u'47', u'WindChillF': u'47', u'WindChillC': u'8', u'winddirDegree': u'154', u'humidity': u'82', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'47', u'mintempF': u'37', u'mintempC': u'3', u'maxtempC': u'8', u'date': u'2013-01-07', u'astronomy': [{u'sunset': u'05:11 PM', u'moonset': u'01:15 PM', u'moonrise': u'03:41 AM', u'sunrise': u'08:43 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.87 and Lon 2.34', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,47.0
334,335,53,2013-01-15,113 Lupus St,London,,United Kingdom,SW1V 3EN,0.99,"(51.4870348614, -0.140041159656)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'31', u'FeelsLikeF': u'26', u'FeelsLikeC': u'-3', u'DewPointC': u'0', u'windspeedMiles': u'19', u'DewPointF': u'32', u'HeatIndexF': u'33', u'cloudcover': u'55', u'HeatIndexC': u'1', u'precipMM': u'0.8', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'11', u'pressure': u'1011', u'WindGustKmph': u'18', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'NNW', u'weatherCode': u'116', u'tempC': u'0', u'tempF': u'32', u'WindChillF': u'26', u'WindChillC': u'-3', u'winddirDegree': u'337', u'humidity': u'93', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'32', u'mintempF': u'22', u'mintempC': u'-5', u'maxtempC': u'0', u'date': u'2013-01-15', u'astronomy': [{u'sunset': u'04:21 PM', u'moonset': u'09:34 PM', u'moonrise': u'09:23 AM', u'sunrise': u'07:59 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 51.49 and Lon -0.14', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.8,26.0
335,336,54,2013-01-28,110 Raeburn Pl,Edinburgh,,United Kingdom,EH4 1HH,1.98,"(55.9594005587, -3.2124232419)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'42', u'FeelsLikeF': u'31', u'FeelsLikeC': u'0', u'DewPointC': u'3', u'windspeedMiles': u'26', u'DewPointF': u'37', u'HeatIndexF': u'41', u'cloudcover': u'100', u'HeatIndexC': u'5', u'precipMM': u'3.8', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'}], u'WindGustMiles': u'29', u'pressure': u'989', u'WindGustKmph': u'47', u'weatherDesc': [{u'value': u'Overcast '}], u'winddir16Point': u'S', u'weatherCode': u'122', u'tempC': u'6', u'tempF': u'42', u'WindChillF': u'31', u'WindChillC': u'0', u'winddirDegree': u'186', u'humidity': u'86', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'42', u'mintempF': u'38', u'mintempC': u'3', u'maxtempC': u'6', u'date': u'2013-01-28', u'astronomy': [{u'sunset': u'04:38 PM', u'moonset': u'08:08 AM', u'moonrise': u'06:47 PM', u'sunrise': u'08:14 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 55.96 and Lon -3.21', u'type': u'LatLon'}]}}",Overcast ,Clouds,3.8,31.0
336,337,56,2013-01-28,307 Macacha Güemes,Buenos Aires,,Argentina,1106,1.98,"(38.72635, -9.14843)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'12', u'FeelsLikeF': u'58', u'FeelsLikeC': u'15', u'DewPointC': u'8', u'windspeedMiles': u'7', u'DewPointF': u'46', u'HeatIndexF': u'58', u'cloudcover': u'8', u'HeatIndexC': u'14', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'4', u'pressure': u'1031', u'WindGustKmph': u'6', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SSE', u'weatherCode': u'113', u'tempC': u'14', u'tempF': u'58', u'WindChillF': u'58', u'WindChillC': u'15', u'winddirDegree': u'149', u'humidity': u'65', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'58', u'mintempF': u'48', u'mintempC': u'9', u'maxtempC': u'14', u'date': u'2013-01-28', u'astronomy': [{u'sunset': u'05:54 PM', u'moonset': u'08:06 AM', u'moonrise': u'07:34 PM', u'sunrise': u'07:46 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 38.73 and Lon -9.15', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,58.0
337,338,58,2013-01-29,"12,Community Centre",Delhi,,India,110017,3.96,"(28.55, 77.2667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'11', u'FeelsLikeF': u'62', u'FeelsLikeC': u'17', u'DewPointC': u'7', u'windspeedMiles': u'7', u'DewPointF': u'45', u'HeatIndexF': u'62', u'cloudcover': u'2', u'HeatIndexC': u'17', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'6', u'pressure': u'1016', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'NW', u'weatherCode': u'113', u'tempC': u'26', u'tempF': u'78', u'WindChillF': u'62', u'WindChillC': u'17', u'winddirDegree': u'322', u'humidity': u'54', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'78', u'mintempF': u'53', u'mintempC': u'12', u'maxtempC': u'26', u'date': u'2013-01-29', u'astronomy': [{u'sunset': u'05:58 PM', u'moonset': u'08:08 AM', u'moonrise': u'08:09 PM', u'sunrise': u'07:11 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 28.55 and Lon 77.27', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,62.0
338,339,3,2013-01-30,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,5.94,"(60.0, -95.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'26', u'FeelsLikeF': u'-50', u'FeelsLikeC': u'-45', u'DewPointC': u'-31', u'windspeedMiles': u'16', u'DewPointF': u'-24', u'HeatIndexF': u'-23', u'cloudcover': u'75', u'HeatIndexC': u'-31', u'precipMM': u'0.2', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'}], u'WindGustMiles': u'26', u'pressure': u'1017', u'WindGustKmph': u'41', u'weatherDesc': [{u'value': u'Cloudy '}], u'winddir16Point': u'NNW', u'weatherCode': u'119', u'tempC': u'-29', u'tempF': u'-21', u'WindChillF': u'-50', u'WindChillC': u'-45', u'winddirDegree': u'332', u'humidity': u'94', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'-21', u'mintempF': u'-28', u'mintempC': u'-33', u'maxtempC': u'-29', u'date': u'2013-01-30', u'astronomy': [{u'sunset': u'05:30 PM', u'moonset': u'09:56 AM', u'moonrise': u'10:48 PM', u'sunrise': u'09:38 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 60.00 and Lon -95.00', u'type': u'LatLon'}]}}",Cloudy ,Clouds,0.2,-50.0
339,340,9,2013-02-02,Sønder Boulevard 51,Copenhagen,,Denmark,1720,8.91,"(55.6777, 12.5709)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'18', u'FeelsLikeF': u'29', u'FeelsLikeC': u'-2', u'DewPointC': u'-1', u'windspeedMiles': u'11', u'DewPointF': u'31', u'HeatIndexF': u'37', u'cloudcover': u'0', u'HeatIndexC': u'3', u'precipMM': u'0.3', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'12', u'pressure': u'1000', u'WindGustKmph': u'20', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'NNW', u'weatherCode': u'113', u'tempC': u'2', u'tempF': u'36', u'WindChillF': u'29', u'WindChillC': u'-2', u'winddirDegree': u'341', u'humidity': u'78', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'36', u'mintempF': u'32', u'mintempC': u'0', u'maxtempC': u'2', u'date': u'2013-02-02', u'astronomy': [{u'sunset': u'04:46 PM', u'moonset': u'09:42 AM', u'moonrise': u'No moonrise', u'sunrise': u'08:01 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 55.68 and Lon 12.57', u'type': u'LatLon'}]}}",Sunny,Sun,0.3,29.0
